platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Netflix,80114700,Stealing History,Movie,2006,TV-PG,52.0,min,Documentaries,"Documentaries, International Movies",United States,"July 1, 2016","Ola Flyum, David Hebditch","Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan."
Netflix,80106139,Suicide (Hitabdut),Movie,2014,NR,114.0,min,International Movies,"International Movies, Thrillers",Israel,"July 1, 2016",Benny Fredman,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret."
Netflix,80114499,The Future of Water,TV Show,2007,TV-PG,1.0,season,Docuseries,"Docuseries, International TV Shows, Science & Nature TV",Norway,"July 1, 2016",,A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.
Netflix,80108386,X: Past Is Present,Movie,2015,NR,105.0,min,Dramas,"Dramas, Independent Movies, International Movies",India,"July 1, 2016","Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma","When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships."
Netflix,80085300,You Carry Me,Movie,2015,NR,157.0,min,Dramas,"Dramas, International Movies","Croatia, Slovenia, Serbia, Montenegro","July 1, 2016",Ivona Juka,"A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's."
Netflix,81214114,Bulletproof 2,Movie,2020,TV-MA,97.0,min,Action & Adventure,"Action & Adventure, Comedies",United States,"January 9, 2020",Don Michael Paul,A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.
Netflix,81167492,Speed Is My Need,Movie,2019,TV-14,75.0,min,Documentaries,"Documentaries, Sports Movies",United Kingdom,"January 9, 2020",Mark Sloper,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing."
Netflix,80198623,GODZILLA The Planet Eater,Movie,2018,TV-14,91.0,min,Action & Adventure,"Action & Adventure, Anime Features, International Movies",Japan,"January 9, 2019","Kobun Shizuno, Hiroyuki Seshita","With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
Netflix,81062853,Next Enti?,Movie,2018,TV-14,117.0,min,Comedies,"Comedies, Dramas, International Movies",India,"January 9, 2019",Kunal Kohli,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
Netflix,80220814,Solo: A Star Wars Story,Movie,2018,PG-13,135.0,min,Action & Adventure,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",United States,"January 9, 2019",Ron Howard,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
Netflix,81046962,Solo: A Star Wars Story (Spanish Version),Movie,2018,PG-13,135.0,min,Action & Adventure,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",United States,"January 9, 2019",Ron Howard,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
Netflix,80150242,The Monster,Movie,2016,R,91.0,min,Horror Movies,"Horror Movies, Independent Movies","United States, Canada","January 9, 2019",Bryan Bertino,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.
Netflix,80213403,Alien Contact: Outer Space,Movie,2017,TV-PG,63.0,min,Documentaries,Documentaries,United States,"January 9, 2018",J. Michael Long,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.
Netflix,80233024,The House Next Door,Movie,2017,TV-14,135.0,min,Horror Movies,"Horror Movies, International Movies, Thrillers",India,"January 9, 2018",Milind Rau,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood."
Netflix,81039393,Cheer,TV Show,2020,TV-MA,1.0,season,Docuseries,"Docuseries, Reality TV, Teen TV Shows",United States,"January 8, 2020",,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.
Netflix,1193180,Kurt & Courtney,Movie,1998,R,95.0,min,Documentaries,"Documentaries, Music & Musicals",United Kingdom,"January 8, 2019",Nick Broomfield,"This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death."
Netflix,70251894,The Conjuring,Movie,2013,R,112.0,min,Horror Movies,"Horror Movies, Thrillers",United States,"January 8, 2018",James Wan,"Based on true events, this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse."
Netflix,80180619,Tundukkan Playboy Itu,TV Show,2016,TV-14,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",,"January 8, 2018",,"Under pressure from his parents to settle down, a pleasure-seeking playboy falls for a woman who's like nobody he's ever met."
Netflix,80077923,Tom Segura: Mostly Stories,Movie,2016,TV-MA,74.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"January 8, 2016",Jay Karas,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson."
Netflix,80173542,A Ghost Story,Movie,2017,R,92.0,min,Dramas,"Dramas, Independent Movies",United States,"January 7, 2020",David Lowery,"Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open."
Netflix,80233408,"Live Twice, Love Once",Movie,2020,TV-MA,102.0,min,Comedies,"Comedies, Dramas, International Movies",Spain,"January 7, 2020",Maria Ripoll,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush."
Netflix,70142888,The Tourist,Movie,2010,PG-13,103.0,min,Action & Adventure,"Action & Adventure, Romantic Movies","United States, France, Italy, United Kingdom","January 7, 2020",Florian Henckel von Donnersmarck,An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.
Netflix,81005561,Catwalk: Tales from the Cat Show Circuit,Movie,2018,TV-PG,75.0,min,Documentaries,"Documentaries, International Movies",Canada,"January 7, 2019","Aaron Hancox, Michael McNamara","This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat."
Netflix,81048548,Komola Rocket,Movie,2018,TV-14,95.0,min,Dramas,"Dramas, Independent Movies, International Movies",Bangladesh,"January 7, 2019",Noor Imran Mithu,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
Netflix,81045052,Pahuna,Movie,2018,TV-PG,82.0,min,Comedies,"Comedies, Dramas, International Movies","India, Nepal","January 7, 2019",Paakhi Tyrewala,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
Netflix,80079428,Miss Sharon Jones!,Movie,2015,TV-MA,94.0,min,Documentaries,"Documentaries, Music & Musicals",United States,"January 7, 2017",Barbara Kopple,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.
Netflix,80096786,Under the Shadow,Movie,2016,PG-13,84.0,min,Horror Movies,"Horror Movies, International Movies, Thrillers","United Kingdom, Jordan, Qatar, Iran","January 7, 2017",Babak Anvari,"During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work."
Netflix,80200744,House of Z,Movie,2016,TV-14,88.0,min,Documentaries,Documentaries,"United States, Canada","January 6, 2018",Sandy Chronopoulos,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen."
Netflix,80097725,Coin Heist,Movie,2017,TV-14,98.0,min,Children & Family Movies,"Children & Family Movies, Dramas",United States,"January 6, 2017",Emily Hagins,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint."
Netflix,80128657,Growing Up Coy,Movie,2016,TV-PG,82.0,min,Documentaries,"Documentaries, LGBTQ Movies",United States,"January 6, 2017",Eric Juhola,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case."
Netflix,70295415,LEGO: Marvel Super Heroes: Maximum Overload,Movie,2013,TV-Y7-FV,22.0,min,Children & Family Movies,Children & Family Movies,United States,"January 6, 2017",Greg Richardson,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.
Netflix,80125627,Rustom,Movie,2016,TV-14,141.0,min,Dramas,"Dramas, International Movies",India,"January 6, 2017",Dharmendra Suresh Desai,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder."
Netflix,81037970,3 Heroines,Movie,2016,TV-PG,124.0,min,Dramas,"Dramas, International Movies, Sports Movies",Indonesia,"January 5, 2019",Iman Brotoseno,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
Netflix,81037984,5 Cowok Jagoan,Movie,2017,TV-MA,106.0,min,Action & Adventure,"Action & Adventure, Comedies, International Movies",,"January 5, 2019",Anggy Umbara,Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.
Netflix,81037986,Chaotic Love Poems,Movie,2016,TV-14,86.0,min,Dramas,"Dramas, International Movies, Romantic Movies",Indonesia,"January 5, 2019",Garin Nugroho,"Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia."
Netflix,81037985,Love You... Love You Not,Movie,2015,TV-14,115.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Indonesia,"January 5, 2019",Sridhar Jetty,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.
Netflix,80153895,Mara,Movie,2017,TV-MA,99.0,min,Horror Movies,"Horror Movies, Thrillers",United Kingdom,"January 5, 2019",Clive Tonge,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other."
Netflix,70026431,Nang Nak,Movie,1999,TV-14,101.0,min,Horror Movies,"Horror Movies, International Movies, Romantic Movies",Thailand,"January 5, 2019",Nonzee Nimibutr,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
Netflix,80020885,Soekarno,Movie,2013,TV-MA,142.0,min,Dramas,"Dramas, International Movies",Indonesia,"January 5, 2019",Hanung Bramantyo,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.
Netflix,80002667,Before I Wake,Movie,2016,PG-13,97.0,min,Horror Movies,"Horror Movies, Thrillers",United States,"January 5, 2018",Mike Flanagan,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability."
Netflix,80174974,Devilman Crybaby,TV Show,2018,TV-MA,1.0,season,Anime Series,"Anime Series, International TV Shows, TV Horror",Japan,"January 5, 2018",Masaaki Yuasa,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo."
Netflix,80213400,Don Quixote: The Ingenious Gentleman of La Mancha,Movie,2015,TV-14,83.0,min,Comedies,"Comedies, Independent Movies",United States,"January 5, 2018","Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world."
